Task Name,Completed By,Day,Completed,Time,VIP Acct#,Account,Address,City,ST,Zip,Distance,Premise,COT,Chain,On/Off Premise:,Did you speak to the buyer:,Who did you speak with:,CMC Notes:,Buyer Committed (New POD):,Instigated Re-Buy:,SKU #1:,Draft or PKG SKU #1:,QTY of SKU #1:,SKU #2:,Draft or PKG SKU #2:,QTY of SKU #2:,SKU #3:,Draft or PKG SKU #3:,QTY of SKU #3:,SKU #4:,Draft or PKG SKU #4:,QTY of SKU #4:,SKU #5:,Draft or PKG SKU #5:,QTY of SKU #5:,SKU #6:,Draft or PKG SKU #6:,QTY of SKU #6:,Buyer Objection:,Sampled Product:,Staff Education:,Built Display:,Confirmed Display:,Where is the Display:,How Many Cases:,Added POS:,Scheduled a 3rd Party Tasting:,Date of Event/Tasting:,Shelf Optimization:,Cold Space Placement:,Pricing Survey:,Supplier Price:,Competitor #1 Name:,Competitor #1 Price:,Competitor #2 Name:,Competitor #2 Price:,Mispriced Item Correction:,Price Feature Added:,Cold Shelf Photo #1:,Cold Shelf Photo #2:,Competitor Photo #1:,Competitor Photo #2:,Display Photo #1:,Display Photo #2:,Display Photo #3:,Menu Feature Photo #1:,POS Photo #1:,POS Photo #2:,POS Photo #3:,Warm Shelf Photo #1:,Warm Shelf Photo #2:,Other Photo #1:,Other Photo #2:,Other Photo #3:,Removed Damaged/OOC Product:,Executed Event:,Follow up:,Distributor Name:
Ritual,"Charlotte Simons",Mon,20241202,"04:31 PM",4784132,"SOHO GARDEN","408 MAIN STREET",HOUSTON,TX,77002,0.0,ON,BAR,INDEPENDENTS,On,NO,Janine-Bartender,"Favio and Jonathan, the bar managers, werent in. They recommended I send them a message through instagram to set up a meeting.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Odell Brewing Co","Charlotte Simons",Mon,20241202,"04:31 PM",4784132,"SOHO GARDEN","408 MAIN STREET",HOUSTON,TX,77002,0.0,ON,BAR,INDEPENDENTS,On,NO,Janine-Bartender,"Favio and Jonathan, the bar managers, werent in. They recommended I send them a message through instagram to set up a meeting.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"The Bruery","Nora Grusk",Mon,20241202,"04:31 PM",4587413,"TBIRD TAVERN","13802 N SCOTTSDALE RD STE 101",SCOTTSDALE,AZ,85254,0.1,ON,BAR,INDEPENDENTS,On,NO,Julia,"Stopped at this account for the first time, was hoping to talk with either Troy or Kelly who are owner and buyer. Both were not in at all today. Spoke with Julia, the bartender about the brand. Left a few samples for her to pass along. Good cocktail and spirit selection, definitely had a local small vibe. 6 draft handles. Will follow back when Im in the area. Left her my information in the mean...",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Charlotte Simons",Mon,20241202,"04:31 PM",4784132,"SOHO GARDEN","408 MAIN STREET",HOUSTON,TX,77002,0.0,ON,BAR,INDEPENDENTS,On,NO,Janine-Bartender,"Favio and Jonathan, the bar managers, werent in. They recommended I send them a message through instagram to set up a meeting.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Calexo,"Charlotte Simons",Mon,20241202,"04:31 PM",4784132,"SOHO GARDEN","408 MAIN STREET",HOUSTON,TX,77002,0.0,ON,BAR,INDEPENDENTS,On,NO,Janine-Bartender,"Favio and Jonathan, the bar managers, werent in. They recommended I send them a message through instagram to set up a meeting.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Phusion Projects - Mamitas","Nora Grusk",Mon,20241202,"04:31 PM",4587413,"TBIRD TAVERN","13802 N SCOTTSDALE RD STE 101",SCOTTSDALE,AZ,85254,0.1,ON,BAR,INDEPENDENTS,On,NO,Julia,"Stopped at this account for the first time, was hoping to talk with either Troy or Kelly who are owner and buyer. Both were not in at all today. Spoke with Julia, the bartender about the brand. Left a few samples for her to pass along. Good cocktail and spirit selection, definitely had a local small vibe. 6 draft handles. Will follow back when Im in the area. Left her my information in the mean...",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Duvel Moortgat USA","Brad Adams",Mon,20241202,"04:29 PM",2674125,"FRANKLIN CHOP HOUSE","1101 MURFREESBORO RD",FRANKLIN,TN,37064,0.5,ON,RESTAURANT,INDEPENDENTS,On,NO,"John- GM","Followed up w GM for tap consideration. John said he and Robert bar manager will sample later this evening. They were getting ready for dinner service. I left pricing and my info.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Garage Beer","Alex Privet",Mon,20241202,"04:28 PM",4763300,"ON THE ROCKS LIQUOR","14650 FM 2854 STES B C",MONTGOMERY,TX,77316,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Neil - Owner","Met with Neil - They have a small beer section here. Garage Beer would be a great fit at this store with the price point. Neil is interested in more information.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Celestial Mead","Nora Grusk",Mon,20241202,"04:27 PM",4435902,"LONGSHOTS BAR & GRILL","13610 N SCOTTSDALE RD STE 30",SCOTTSDALE,AZ,85254,0.0,ON,BAR,INDEPENDENTS,On,NO,Alysia,"Stopped at this location for the first time. Local sports bar/restaurant. Lauren is the decision maker and had already left for the day. Spoke to their bartender for a bit. She said its very regular based and draft hasnt changed for a bit. I left a sales sheet, and my card for Lauren. Will follow up when Im back in the area",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Alex Privet",Mon,20241202,"04:27 PM",4763300,"ON THE ROCKS LIQUOR","14650 FM 2854 STES B C",MONTGOMERY,TX,77316,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Neil - Owner","Met with Neil - He was not interested in adding any of the NA brands. He doesnt have any NA beers or wines in his store and said he will pass on Ritual.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Phusion Projects - Mamitas","Nora Grusk",Mon,20241202,"04:27 PM",4435902,"LONGSHOTS BAR & GRILL","13610 N SCOTTSDALE RD STE 30",SCOTTSDALE,AZ,85254,0.0,ON,BAR,INDEPENDENTS,On,NO,Alysia,"Stopped at this location for the first time. Local sports bar/restaurant. Lauren is the decision maker and had already left for the day. Spoke to their bartender for a bit. She said its very regular based but they do have a few seltzer options. I left a few samples , sales sheet, and my card for Lauren. Will follow up when Im back in the area",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Big Country","Alex Privet",Mon,20241202,"04:26 PM",4763300,"ON THE ROCKS LIQUOR","14650 FM 2854 STES B C",MONTGOMERY,TX,77316,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Neil - Owner","Met with Neil - they have small beer section and the only craft that they have is hyper local. He was not interested in adding new brands at the moment.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"The Bruery","Nora Grusk",Mon,20241202,"04:25 PM",4435902,"LONGSHOTS BAR & GRILL","13610 N SCOTTSDALE RD STE 30",SCOTTSDALE,AZ,85254,0.0,ON,BAR,INDEPENDENTS,On,NO,Alysia,"Stopped at this location for the first time. Local sports bar/restaurant. Lauren is the decision maker and had already left for the day. Spoke to their bartender for a bit. She said its very regular based and draft hasnt changed for a bit. I left a sample of relax and Viaje, sales sheet, and my card for Lauren. Will follow up when Im back in the area",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Jeng,"Matt Koch",Mon,20241202,"04:25 PM",3951021,"JACK & GINGERS","11500 ROCK ROSE AVE STE B",AUSTIN,TX,78758,0.0,ON,BAR,INDEPENDENTS,On,YES,Robert,"After a long meeting with Matt (manager) who relayed everything over to Robert (buyer) via call, I believe Jack and Gingers Domain will be all set up with their Hemp beverage license this week. I will revisit with Robert to discuss Jeng and see what hes looking to offer on his THC menu.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Locust Cider","John White",Mon,20241202,"04:25 PM",3042677,PARLOR,"1916 E CAMELBACK RD",PHOENIX,AZ,85016,9.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Amanda,"Remote.Took a 1/2 of Pear for tomorrow",YES,NO,"LOCUST - HONEY PEAR 15.5 GAL",Draft,1,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Alex Privet",Mon,20241202,"04:25 PM",4763300,"ON THE ROCKS LIQUOR","14650 FM 2854 STES B C",MONTGOMERY,TX,77316,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Neil - Owner","Met with Neil - pitched him on Cann and he is interested in adding this. He said he hasnt met a mexcor yet so I will pass this onto the rep. Gave Neil samples of Cann and everything we have to offer and he is planning on ordering here. He wants to meet next Monday when I am back in the area.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Matt Koch",Mon,20241202,"04:24 PM",3951021,"JACK & GINGERS","11500 ROCK ROSE AVE STE B",AUSTIN,TX,78758,0.0,ON,BAR,INDEPENDENTS,On,YES,Robert,"After a long meeting with Matt (manager) who relayed everything over to Robert (buyer) via call, I believe Jack and Gingers Domain will be all set up with their Hemp beverage license this week. I will revisit with Robert to discuss Cantrip and see what hes looking to offer on his THC menu.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Wild Tonic","Nora Grusk",Mon,20241202,"04:24 PM",4435902,"LONGSHOTS BAR & GRILL","13610 N SCOTTSDALE RD STE 30",SCOTTSDALE,AZ,85254,0.0,ON,BAR,INDEPENDENTS,On,NO,Alysia,"Stopped at this location for the first time. Local sports bar/restaurant. Lauren is the decision maker and had already left for the day. Spoke to their bartender for a bit. She said its very regular based and draft hasnt changed for a bit. She said they also dont have a huge kombucha crowd. I left a sample, sales sheet, with my card for Lauren just in case",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Cantrip,"Matt Koch",Mon,20241202,"04:24 PM",3951021,"JACK & GINGERS","11500 ROCK ROSE AVE STE B",AUSTIN,TX,78758,0.0,ON,BAR,INDEPENDENTS,On,YES,Robert,"After a long meeting with Matt (manager) who relayed everything over to Robert (buyer) via call, I believe Jack and Gingers Domain will be all set up with their Hemp beverage license this week. I will revisit with Robert to discuss Cantrip and see what hes looking to offer on his THC menu.",NO,NO,,,,,,,,,,,,,,,,,,,Price,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Josh Walter",Mon,20241202,"04:24 PM",96320,"BEVMO! 51","885 S ARROYO PKWY",PASADENA,CA,91105,0.0,OFF,"LIQUOR/PACKAGE STORE",BEVMO!,Off,YES,Judy,"Inventory check in and instigated a rebuy of 1cs of whiskey. Ill track all sales here and order more accordingly with a revisit on mon 12/9",NO,YES,"RITUAL - WHISKEY ALTERNATIVE - CASE",PKG,1,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Odell Brewing Co","Charlotte Simons",Mon,20241202,"04:23 PM",4655410,MOXY,"412 MAIN ST STE 100",HOUSTON,TX,77002,0.0,ON,"HOTEL/ MOTEL","MOXY HOTELS",On,NO,"Stuart- Bartender","Saw Stuart, one of the bartenders. Brandon is off on Mondays.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Crooked Owl","Josh Walter",Mon,20241202,"04:23 PM",96320,"BEVMO! 51","885 S ARROYO PKWY",PASADENA,CA,91105,0.0,OFF,"LIQUOR/PACKAGE STORE",BEVMO!,Off,YES,Judy,"Inventory check in and instigated a distro of the product but she said there isnt any authorization yet at this store. Ill try again accordingly with a revisit on mon 12/9",NO,NO,,,,,,,,,,,,,,,,,,,"No Room",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Tia Linda's","Rich Delk",Mon,20241202,"04:23 PM",4103070,"WHOLE FOODS LIQUOR 10454","2315 30TH ST",BOULDER,CO,80301,0.0,OFF,"LIQUOR/PACKAGE STORE","WHOLE FOODS LIQUOR",Off,NO,Lynn,"I dont know if this is a corporate account or if this is a separate entity from Whole Foods. Ill have to talk with the CCD rep to find out more details.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Charlotte Simons",Mon,20241202,"04:23 PM",4655410,MOXY,"412 MAIN ST STE 100",HOUSTON,TX,77002,0.0,ON,"HOTEL/ MOTEL","MOXY HOTELS",On,NO,"Stuart- Bartender","Dropped off table tents for the CORE program. Theyre out of the Tequila Alternative so will be reordering this week. They added their NA cocktails to the menu recently, and have drinks with Tequila Alternative, Whiskey and Rum as well.",NO,YES,"RITUAL - TEQUILA ALTERNATIVE",PKG,1,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,YES,NO,,NO,NO,NO,,,,,,NO,YES,,,,,,,,"Has Picture",,,,,,,,,NO,NO,,
"Payette Brewing Co.","Rich Delk",Mon,20241202,"04:23 PM",4103070,"WHOLE FOODS LIQUOR 10454","2315 30TH ST",BOULDER,CO,80301,0.0,OFF,"LIQUOR/PACKAGE STORE","WHOLE FOODS LIQUOR",Off,NO,Lynn,"Im not too sure if this account is independently buying anything or not. I know the liquor store is separate from the actual store itself so this is a question for the CCD rep. Ill contact him and see whats going on with it.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Josh Walter",Mon,20241202,"04:22 PM",96320,"BEVMO! 51","885 S ARROYO PKWY",PASADENA,CA,91105,0.0,OFF,"LIQUOR/PACKAGE STORE",BEVMO!,Off,YES,Judy,"Inventory check in and instigated a distro of the vodka but she said there isnt any authorization yet. Ill track all sales here and order more accordingly with a revisit on mon 12/9",NO,NO,,,,,,,,,,,,,,,,,,,"No Room",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Matt Koch",Mon,20241202,"04:22 PM",3951021,"JACK & GINGERS","11500 ROCK ROSE AVE STE B",AUSTIN,TX,78758,0.0,ON,BAR,INDEPENDENTS,On,YES,Robert,"After a long meeting with Matt (manager) who relayed everything over to Robert, I believe Jack and Gingers Domain will be ready to go with bringing CANN in as soon as theyre in contact with a Mexcor rep. I will reach out to Katie to get them set up.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
poppi,"Jay Watson",Mon,20241202,"04:22 PM",150291,"WHOLE FOODS MARKET 10140","4100 LOMO ALTO DR",DALLAS,TX,75219,0.2,OFF,SUPERMARKET,"WHOLE FOODS MARKET",Off,YES,Raphael,"I didnt see any poppi in the store. I will reach out to supplier to see if they are on the buying list of stores.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Belching Beaver","Josh Walter",Mon,20241202,"04:22 PM",96320,"BEVMO! 51","885 S ARROYO PKWY",PASADENA,CA,91105,0.0,OFF,"LIQUOR/PACKAGE STORE",BEVMO!,Off,YES,Judy,"Inventory check in and instigated a rebuy of the PB but she said there isnt any space. Ill track all sales here and order more accordingly with a revisit on mon 12/9",NO,NO,,,,,,,,,,,,,,,,,,,"No Room",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Odell Brewing Co","Jay Watson",Mon,20241202,"04:21 PM",150291,"WHOLE FOODS MARKET 10140","4100 LOMO ALTO DR",DALLAS,TX,75219,0.2,OFF,SUPERMARKET,"WHOLE FOODS MARKET",Off,NO,,"Dallas is officially at the Renner location. I will make sure to give a visit at that store soon. However, at this store, theyre still down a buyer. The cheese buyer is temporarily doing the orders but nothing new until they hire someone to fill the position.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Charlotte Simons",Mon,20241202,"04:21 PM",4655410,MOXY,"412 MAIN ST STE 100",HOUSTON,TX,77002,0.0,ON,"HOTEL/ MOTEL","MOXY HOTELS",On,NO,"Stuart- Bartender","Saw Stuart, one of the bartenders. Brandon is off on Mondays.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Calexo,"Charlotte Simons",Mon,20241202,"04:21 PM",4655410,MOXY,"412 MAIN ST STE 100",HOUSTON,TX,77002,0.0,ON,"HOTEL/ MOTEL","MOXY HOTELS",On,NO,"Stuart- Bartender","Saw Stuart, one of the bartenders. Brandon is off on Mondays.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Jay Watson",Mon,20241202,"04:19 PM",4772729,"ARTISAN VAPOR & CBD DALLAS","4404 LEMMON AVENUE",DALLAS,TX,75219,0.0,OFF,"CBD/THC RECREATIONAL",INDEPENDENTS,Off,YES,Zack,"Spoke with him about the corporate approval process. They dont work with Dynamo and most of their THC/CBD products are directly shipped. However, we discussed the possibility of me picking up from Dynamo and delivering myself to several of the locations then the GMs can move them around from there. I will email corporate and begin the conversation. Theres just a lot of these stores and it could...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"One Tree Hard Cider","Zac Ward",Mon,20241202,"04:13 PM",4447940,"PRETZELS & PINTS","3812 RAY ST","SAN DIEGO",CA,92104,0.0,ON,BAR,INDEPENDENTS,On,NO,Boomer,"Stopped by to see how theyre doing on cider - Boomer is a big Cranberry fan so I left him a sample to try.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Bravus Brewing Co","Rich Delk",Mon,20241202,"04:12 PM",4103070,"WHOLE FOODS LIQUOR 10454","2315 30TH ST",BOULDER,CO,80301,0.0,OFF,"LIQUOR/PACKAGE STORE","WHOLE FOODS LIQUOR",Off,NO,Lynn,"I do know that Whole Foods carries the brand. However, they do have a separate liquor store at this location and Im not too sure what the deal is completely. Ill probably have to come back when I have an Eagle rock representative present because I did not see Bravus on the shelf.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Texas Ale Project","Joe Crews",Mon,20241202,"04:07 PM",4169667,"ROTOLOS CRAFT & CRUST","9250 DALLAS PKWY STE 130",FRISCO,TX,75033,0.1,ON,RESTAURANT,"ROTOLOS CRAFT & CRUST",On,NO,Andra,"Spoke to the bartender. The Buyer was not available. This account has been slow apparently. I will follow up with the buyer next week",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Natterjack,"Joe Crews",Mon,20241202,"04:07 PM",4169667,"ROTOLOS CRAFT & CRUST","9250 DALLAS PKWY STE 130",FRISCO,TX,75033,0.1,ON,RESTAURANT,"ROTOLOS CRAFT & CRUST",On,NO,Andra,"Spoke to the bartender. The Buyer was not available. This account has been slow apparently. I will follow up with the buyer next week",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Joe Crews",Mon,20241202,"04:07 PM",4169667,"ROTOLOS CRAFT & CRUST","9250 DALLAS PKWY STE 130",FRISCO,TX,75033,0.1,ON,RESTAURANT,"ROTOLOS CRAFT & CRUST",On,NO,Andra,"Spoke to the bartender. The Buyer was not available. This account has been slow apparently. I will follow up with the buyer next week",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"City Orchard","Joe Crews",Mon,20241202,"04:07 PM",4169667,"ROTOLOS CRAFT & CRUST","9250 DALLAS PKWY STE 130",FRISCO,TX,75033,0.1,ON,RESTAURANT,"ROTOLOS CRAFT & CRUST",On,NO,Andra,"Spoke to the bartender. The Buyer was not available. This account has been slow apparently. I will follow up with the buyer next week",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Left Hand","Shaun Burk",Mon,20241202,"04:05 PM",3006018,"CONTINENTAL LOUNGE","2801 W CHICAGO",CHICAGO,IL,60622,0.1,ON,BAR,INDEPENDENTS,On,YES,Shrilla,"Shrilla (buyer) said hes full up this week. Dropped card and will follow up with him next month to check on depletions.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Shaun Burk",Mon,20241202,"04:05 PM",3006018,"CONTINENTAL LOUNGE","2801 W CHICAGO",CHICAGO,IL,60622,0.1,ON,BAR,INDEPENDENTS,On,YES,Shrilla,"Shrilla (buyer) said hes full up this week. Dropped card and will follow up with him next month to check on depletions.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Club Kokomo Spirits","Peter Eldredge",Mon,20241202,"04:03 PM",4788040,"TREVORS LIQUOR","12820 N TATUM BL",PHOENIX,AZ,85032,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,Brian,"I stopped off and talked to the manager on duty at the new Trevors. While there I was able to survey this account check on it and see if there is any opportunity for club Kokomo, which there is. Ill be reaching out to Bryan from Trevors to see if we can get it in this location.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Celestial Mead","Nora Grusk",Mon,20241202,"04:00 PM",4597094,"ZION BISTRO SOCIAL","15090 N NORTHSIGHT BLVD STE 107",SCOTTSDALE,AZ,85260,0.2,ON,BAR,INDEPENDENTS,On,NO,"Mark Bartender","Stopped here for the first time. This bistro is attached to an indoor golf club. They have a full bar, restaurant, and golf simulator. Jimmy is the owner, but he was not in. I talked to mark, the bartender. Let him know about the brand and got information for the owner. Left sales sheet, and my card in meantime",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Wild Tonic","Nora Grusk",Mon,20241202,"04:00 PM",4597094,"ZION BISTRO SOCIAL","15090 N NORTHSIGHT BLVD STE 107",SCOTTSDALE,AZ,85260,0.2,ON,BAR,INDEPENDENTS,On,NO,"Mark Bartender","Stopped here for the first time. This bistro is attached to an indoor golf club. They have a full bar, restaurant, and golf simulator. Jimmy is the owner, but he was not in. I talked to mark, the bartender. Let him know about the brand and got information for the owner. Left a few samples, sales sheet, and my card in meantime",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"The Bruery","Nora Grusk",Mon,20241202,"04:00 PM",4597094,"ZION BISTRO SOCIAL","15090 N NORTHSIGHT BLVD STE 107",SCOTTSDALE,AZ,85260,0.2,ON,BAR,INDEPENDENTS,On,NO,"Mark Bartender","Stopped here for the first time. This bistro is attached to an indoor golf club. They have a full bar, restaurant, and golf simulator. Jimmy is the owner, but he was not in. I talked to mark, the bartender. Let him know about the brand and got information for the owner. Left a few samples, sales sheet, and my card in meantime",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Garage Beer","Jim Javenkoski",Mon,20241202,"04:00 PM",62757,"BINNYS BEVERAGE DEPOT 03","767 W GOLF RD","DES PLAINES",IL,60016,0.0,OFF,"LIQUOR/PACKAGE STORE","BINNYS BEVERAGE DEPOT",Off,YES,"Terri Gomez","Met with Terri (Beer Consultant) after checking the shelf stock where there are 7 units each of Light 12-pks and Lime 12-pks ($12.99 each, promo price) remaining in top cooler shelf slots next to Michelob Ultra (see photos). She committed to re-ordering 2 cs of each which have already been delivered. I will make a return visit during the week of 12/9 to monitor sales movement.",NO,YES,"GARAGE BEER - 2/12PK/12OZ",PKG,2,"GARAGE BEER - 2/12PK LIME/12OZ",PKG,2,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,"Has Picture","Has Picture",,,,,,,,,,,,,,,NO,NO,,
